x,y
1.031241,-0.135392
-0.624232,0.309372
0.763841,-0.187269
-0.004104,0.229152
1.229129,-0.001231
-1.116292,0.368739
-0.375811,-0.334887
0.467385,-0.112743
0.581428,0.140216
0.666933,0.174429
0.551709,0.200080
0.773943,0.165513
0.326929,0.232183
1.082547,0.098079
-0.542593,0.324764
0.912593,-0.162778
-0.328736,0.273778
1.122484,-0.098621
-0.862579,0.336745
0.295085,-0.258774
0.619321,0.088525
0.551543,0.185796
0.759917,0.165463
0.356999,0.227975
1.049547,0.107100
-0.435069,0.314864
1.049865,-0.130521
-0.673625,0.314960
0.679681,-0.202087
0.151160,0.203904
1.171915,0.045348
-0.877391,0.351575
0.273833,-0.263217
0.631804,0.082150
0.523302,0.189541
0.806158,0.156991
0.247144,0.241847
1.156335,0.074143
-0.797812,0.346901
0.455796,-0.239344
0.469807,0.136739
0.827733,0.140942
0.181744,0.248320
1.202076,0.054523
-0.968460,0.360623
0.047543,-0.290538
0.706298,0.014263
0.315864,0.211889
1.072211,0.094759
-0.514732,0.321663
0.950735,-0.154420
-0.419875,0.285220
1.038408,-0.125962
-0.635570,0.311522
0.745994,-0.190671
0.030219,0.223798
1.222520,0.009066
-1.083311,0.366756
-0.276232,-0.324993
0.568181,-0.082870
0.465169,0.170454
0.867519,0.139551
0.085925,0.260256
1.249919,0.025778
-1.161440,0.374976
-0.513545,-0.348432
0.282348,-0.154064
0.734328,0.084704
0.329772,0.220298
1.068049,0.098932
-0.498089,0.320415
0.973085,-0.149427
-0.475078,0.291925
0.975946,-0.142524
-0.475983,0.292784
0.975600,-0.142795
-0.475309,0.292680
0.976394,-0.142593
-0.477276,0.292918
0.974009,-0.143183
-0.471353,0.292203
0.981159,-0.141406
-0.489148,0.294348
0.959375,-0.146744
-0.435306,0.287813
1.022525,-0.130592
-0.594372,0.306758
0.812168,-0.178312
-0.101775,0.243650
1.229149,-0.030532
-1.145663,0.368745
-0.468815,-0.343699
0.348598,-0.140645
0.689226,0.104580
0.439534,0.206768
0.936302,0.131860
-0.095466,0.280891
1.268131,-0.028640
-1.280060,0.380439
-0.913535,-0.384018
-0.552381,-0.274060
0.298764,-0.165714
0.709321,0.089629
0.385238,0.212796
1.005025,0.115571
-0.298534,0.301508
1.176736,-0.089560
-1.028150,0.353021
-0.126909,-0.308445
0.669007,-0.038073
0.335329,0.200702
1.043278,0.100599
-0.423202,0.312983
1.062244,-0.126961
-0.706666,0.318673
0.619545,-0.212000
0.250630,0.185863
1.097922,0.075189
-0.612416,0.329376
0.804303,-0.183725
-0.089388,0.241291
1.230104,-0.026816
-1.145236,0.369031
-0.467160,-0.343571
0.350895,-0.140148
0.687474,0.105268
0.443600,0.206242
0.930749,0.133080
-0.079731,0.279225
1.270325,-0.023919
-1.283135,0.381097
-0.923910,-0.384940
-0.579995,-0.277173
0.251875,-0.173999
0.737184,0.075562
0.314746,0.221155
1.082465,0.094424
-0.545998,0.324739
0.907380,-0.163799
-0.316474,0.272214
1.131996,-0.094942
-0.888923,0.339599
0.233341,-0.266677
0.657096,0.070002
0.465517,0.197129
0.893741,0.139655
0.021374,0.268122
1.267483,0.006412
-1.242705,0.380245
-0.781796,-0.372811
-0.228499,-0.234539
0.692365,-0.068550
0.260334,0.207709
1.112827,0.078100
-0.655636,0.333848
0.732046,-0.196691
0.053061,0.219614
1.215672,0.015918
-1.053084,0.364702
-0.187878,-0.315925
0.634658,-0.056363
0.379730,0.190397
0.988524,0.113919
-0.254133,0.296557
1.206140,-0.076240
-1.112924,0.361842
-0.372197,-0.333877
0.472180,-0.111659
0.576206,0.141654
0.676836,0.172862
0.531512,0.203051
0.807543,0.159454
0.246478,0.242263
1.157211,0.073943
-0.800849,0.347163
0.449260,-0.240255
0.477177,0.134778
0.816001,0.143153
0.210953,0.244800
1.182499,0.063286
-0.894338,0.354750
0.234973,-0.268301
0.654401,0.070492
0.470954,0.196320
0.885803,0.141286
0.042780,0.265741
1.263179,0.012834
-1.221035,0.378954
-0.708343,-0.366310
-0.068761,-0.212503
0.780878,-0.020628
0.125694,0.234263
1.212145,0.037708
-1.019305,0.363643
-0.090932,-0.305791
0.682632,-0.027280
0.320339,0.204790
1.061126,0.096102
-0.480283,0.318338
0.995398,-0.144085
-0.531228,0.298619
0.903535,-0.159368
-0.302293,0.271060
1.143127,-0.090688
-0.920122,0.342938
0.157663,-0.276037
0.689163,0.047299
0.382376,0.206749
1.002053,0.114713
-0.291043,0.300616
1.182028,-0.087313
-1.043379,0.354608
-0.169486,-0.313014
0.646771,-0.050846
0.363517,0.194031
1.009029,0.109055
-0.316339,0.302709
1.162610,-0.094902
-0.987229,0.348783
-0.015686,-0.296169
0.703487,-0.004706
0.302443,0.211046
1.082986,0.090733
-0.551268,0.324896
0.899440,-0.165380
-0.297970,0.269832
1.145531,-0.089391
-0.926530,0.343659
0.141819,-0.277959
0.693883,0.042546
0.368482,0.208165
1.018074,0.110545
-0.340520,0.305422
1.143087,-0.102156
-0.931462,0.342926
0.128256,-0.279439
0.697532,0.038477
0.357306,0.209260
1.030525,0.107192
-0.379583,0.309157
1.107441,-0.113875
-0.830872,0.332232
0.365745,-0.249262
0.563461,0.109724
0.665240,0.169038
0.549476,0.199572
0.776878,0.164843
0.319887,0.233063
1.089804,0.095966
-0.566777,0.326941
0.877211,-0.170033
-0.247333,0.263163
1.177521,-0.074200
-1.015376,0.353256
-0.090129,-0.304613
0.684015,-0.027039
0.317935,0.205204
1.063689,0.095380
-0.488626,0.319107
0.984848,-0.146588
-0.504485,0.295455
0.939147,-0.151345
-0.386142,0.281744
1.072996,-0.115843
-0.727691,0.321899
0.580551,-0.218307
0.309837,0.174165
1.039767,0.092951
-0.420610,0.311930
1.064252,-0.126183
-0.711868,0.319276
0.609816,-0.213561
0.265813,0.182945
1.084026,0.079744
-0.565412,0.325208
0.877640,-0.169624
-0.247977,0.263292
1.177202,-0.074393
-1.014521,0.353161
-0.087793,-0.304356
0.684853,-0.026338
0.317029,0.205456
1.064746,0.095109
-0.492049,0.319424
0.980467,-0.147615
-0.493456,0.294140
0.953241,-0.148037
-0.420173,0.285972
1.038809,-0.126052
-0.636825,0.311643
0.743878,-0.191047
0.034255,0.223164
1.221521,0.010277
-1.078681,0.366456
-0.262519,-0.323604
0.579913,-0.078756
0.450426,0.173974
0.889937,0.135128
0.026344,0.266981
1.266010,0.007903
-1.235989,0.379803
-0.758935,-0.370797
-0.177171,-0.227680
0.728374,-0.053151
0.204108,0.218512
1.160188,0.061232
-0.823218,0.348056
0.399293,-0.246965
0.529826,0.119788
0.726786,0.158948
0.419442,0.218036
0.971732,0.125833
-0.196135,0.291520
1.237663,-0.058841
-1.203374,0.371299
-0.656054,-0.361012
0.036418,-0.196816
0.801327,0.010925
0.111951,0.240398
1.222852,0.033585
-1.059929,0.366856
-0.205973,-0.317979
0.622627,-0.061792
0.395479,0.186788
0.967823,0.118644
-0.192711,0.290347
1.238354,-0.057813
-1.204743,0.371506
-0.660463,-0.361423
0.027881,-0.198139
0.800773,0.008364
0.110632,0.240232
1.223097,0.033190
-1.061161,0.366929
-0.209560,-0.318348
0.620170,-0.062868
0.398677,0.186051
0.963531,0.119603
-0.180145,0.289059
1.243626,-0.054043
-1.219292,0.373088
-0.708255,-0.365788
-0.068063,-0.212477
0.781038,-0.020419
0.125553,0.234311
1.212242,0.037666
-1.019678,0.363673
-0.091968,-0.305903
0.682255,-0.027591
0.320749,0.204677
1.060645,0.096225
-0.478730,0.318193
0.997338,-0.143619
-0.536176,0.299201
0.896723,-0.160853
-0.286611,0.269017
1.154013,-0.085983
-0.950428,0.346204
0.081566,-0.285128
0.705557,0.024470
0.327534,0.211667
1.061477,0.098260
-0.479168,0.318443
0.997001,-0.143750
-0.535365,0.299100
0.897838,-0.160610
-0.289168,0.269351
1.152286,-0.086750
-0.945618,0.345686
0.093814,-0.283686
0.703993,0.028144
0.334296,0.211198
1.054743,0.100289
-0.457187,0.316423
1.023795,-0.137156
-0.604574,0.307138
0.795425,-0.181372
-0.067154,0.238628
1.232314,-0.020146
-1.146183,0.369694
-0.469536,-0.343855
0.347495,-0.140861
0.690085,0.104248
0.437544,0.207026
0.939003,0.131263
-0.103155,0.281701
1.266804,-0.030947
-1.277655,0.380041
-0.905320,-0.383296
-0.530743,-0.271596
0.334040,-0.159223
0.684561,0.100212
0.444138,0.205368
0.929206,0.133241
-0.075552,0.278762
1.270770,-0.022666
-1.283466,0.381231
-0.924969,-0.385040
-0.582833,-0.277491
0.246937,-0.174850
0.739781,0.074081
0.307894,0.221934
1.089216,0.092368
-0.568579,0.326765
0.874169,-0.170574
-0.240415,0.262251
1.181332,-0.072124
-1.025887,0.354400
-0.119023,-0.307766
0.672401,-0.035707
0.331321,0.201720
1.048037,0.099396
-0.438339,0.314411
1.045414,-0.131502
-0.661548,0.313624
0.700920,-0.198464
0.113732,0.210276
1.192167,0.034119
-0.955648,0.357650
0.079082,-0.286694
0.704550,0.023725
0.328778,0.211365
1.060032,0.098633
-0.474503,0.318010
1.002795,-0.142351
-0.550189,0.300839
0.877047,-0.165057
-0.241954,0.263114
1.181156,-0.072586
-1.025767,0.354347
-0.118731,-0.307730
0.672534,-0.035619
0.331158,0.201760
1.048229,0.099347
-0.438949,0.314469
1.044722,-0.131685
-0.659706,0.313417
0.704120,-0.197912
0.107989,0.211236
1.194910,0.032397
-0.966536,0.358473
0.050605,-0.289961
0.706454,0.015181
0.316473,0.211936
1.071719,0.094942
-0.513072,0.321516
0.952976,-0.153922
-0.425349,0.285893
1.032602,-0.127605
-0.620379,0.309781
0.770963,-0.186114
-0.018251,0.231289
1.230823,-0.005475
-1.126369,0.369247
-0.406943,-0.337911
0.430246,-0.122083
0.618761,0.129074
0.593063,0.185628
0.693216,0.177919
0.505151,0.207965
0.850716,0.151545
0.138341,0.255215
1.228421,0.041502
-1.071124,0.368526
-0.237703,-0.321337
0.599559,-0.071311
0.425430,0.179868
0.926480,0.127629
-0.074083,0.277944
1.270260,-0.022225
-1.281211,0.381078
-0.917025,-0.384363
-0.561672,-0.275108
0.283226,-0.168502
0.719194,0.084968
0.360831,0.215758
1.033480,0.108249
-0.387063,0.310044
1.100299,-0.116119
-0.811041,0.330090
0.409188,-0.243312
0.522279,0.122756
0.740871,0.156684
0.388237,0.222261
1.011242,0.116471
-0.315184,0.303373
1.164295,-0.094555
-0.992372,0.349289
-0.029433,-0.297711
0.701076,-0.008830
0.303060,0.210323
1.081739,0.090918
-0.547305,0.324522
0.905161,-0.164192
-0.311235,0.271548
1.135934,-0.093371
-0.899855,0.340780
0.207146,-0.269956
0.669970,0.062144
0.433740,0.200991
0.937609,0.130122
-0.100633,0.281283
1.267105,-0.030190
-1.277967,0.380131
-0.906346,-0.383390
-0.533439,-0.271904
0.329716,-0.160032
0.687771,0.098915
0.436675,0.206331
0.939372,0.131002
-0.104386,0.281812
1.266557,-0.031316
-1.277148,0.379967
-0.903582,-0.383144
-0.526190,-0.271075
0.341299,-0.157857
0.679064,0.102390
0.456811,0.203719
0.911572,0.137043
-0.026307,0.273472
1.272503,-0.007892
-1.274861,0.381751
-0.893628,-0.382458
-0.500458,-0.268088
0.381270,-0.150137
0.646349,0.114381
0.529507,0.193905
0.801376,0.158852
0.259767,0.240413
1.145942,0.077930
-0.760527,0.343783
0.534020,-0.228158
0.372593,0.160206
0.965850,0.111778
-0.194235,0.289755
1.236937,-0.058271
-1.200288,0.371081
-0.645888,-0.360087
0.055874,-0.193766
0.801863,0.016762
0.116584,0.240559
1.221530,0.034975
-1.054016,0.366459
-0.188869,-0.316205
0.633855,-0.056661
0.380858,0.190157
0.987083,0.114257
-0.249808,0.296125
1.208759,-0.074942
-1.120481,0.362628
-0.395041,-0.336144
0.445376,-0.118512
0.603785,0.133613
0.623234,0.181135
0.637346,0.186970
0.618277,0.191204
0.656031,0.185483
0.582955,0.196809
0.721037,0.174887
0.447034,0.216311
0.936536,0.134110
-0.093831,0.280961
1.268635,-0.028149
-1.281358,0.380591
-0.918040,-0.384407
-0.564323,-0.275412
0.278744,-0.169297
0.721926,0.083623
0.353975,0.216578
1.041160,0.106193
-0.411427,0.312348
1.075367,-0.123428
-0.742409,0.322610
0.550971,-0.222723
0.352280,0.165291
0.991549,0.105684
-0.270754,0.297465
1.194834,-0.081226
-1.079905,0.358450
-0.274222,-0.323971
0.570752,-0.082267
0.461673,0.171225
0.872827,0.138502
0.071945,0.261848
1.254601,0.021584
-1.182051,0.376380
-0.579762,-0.354615
0.174811,-0.173929
0.783289,0.052443
0.193486,0.234987
1.182575,0.058046
-0.899832,0.354773
0.221195,-0.269950
0.661552,0.066358
0.453647,0.198466
0.910352,0.136094
-0.024144,0.273106
1.272290,-0.007243
-1.273452,0.381687
-0.888666,-0.382036
-0.487653,-0.266600
0.400472,-0.146296
0.629175,0.120142
0.565937,0.188752
0.740355,0.169781
0.402406,0.222106
0.995403,0.120722
-0.266437,0.298621
1.199237,-0.079931
-1.093367,0.359771
-0.313861,-0.328010
0.534077,-0.094158
0.506508,0.160223
0.801053,0.151952
0.253592,0.240316
1.150284,0.076077
-0.776336,0.345085
0.501308,-0.232901
0.415266,0.150392
0.908968,0.124580
-0.032133,0.272690
1.271245,-0.009640
-1.272129,0.381373
-0.884264,-0.381639
-0.476330,-0.265279
0.417074,-0.142899
0.613570,0.125122
0.598067,0.184071
0.683313,0.179420
0.525737,0.204994
0.818034,0.157721
0.220869,0.245410
1.177114,0.066261
-0.873576,0.353134
0.284746,-0.262073
0.624415,0.085424
0.539572,0.187325
0.779732,0.161872
0.310697,0.233920
1.098774,0.093209
-0.597017,0.329632
0.830631,-0.179105
-0.145033,0.249189
1.219741,-0.043510
-1.126385,0.365922
-0.410319,-0.337916
0.426378,-0.123096
0.622387,0.127913
0.585601,0.186716
0.706616,0.175680
0.476652,0.211985
0.893909,0.142995
0.024292,0.268173
1.267347,0.007288
-1.241347,0.380204
-0.777116,-0.372404
-0.217878,-0.233135
0.700406,-0.065363
0.247840,0.210122
1.124127,0.074352
-0.694774,0.337238
0.661442,-0.208432
0.179059,0.198433
1.153545,0.053718
-0.809216,0.346064
0.429301,-0.242765
0.499217,0.128790
0.779886,0.149765
0.298254,0.233966
1.109429,0.089476
-0.633689,0.332829
0.770643,-0.190107
-0.021553,0.231193
1.230543,-0.006466
-1.126395,0.369163
-0.407109,-0.337918
0.430049,-0.122133
0.618948,0.129015
0.592679,0.185684
0.693909,0.177804
0.503691,0.208173
0.852986,0.151107
0.132487,0.255896
1.231322,0.039746
-1.082869,0.369397
-0.272250,-0.324861
0.571371,-0.081675
0.461274,0.171411
0.873529,0.138382
0.070108,0.262059
1.255177,0.021033
-1.184626,0.376553
-0.588121,-0.355388
0.160372,-0.176436
0.787557,0.048112
0.179767,0.236267
1.191024,0.053930
-0.932025,0.357307
0.141170,-0.279607
0.692492,0.042351
0.370987,0.207748
1.015064,0.111296
-0.331199,0.304519
1.150949,-0.099360
-0.953916,0.345285
0.071347,-0.286175
0.706699,0.021404
0.322212,0.212010
1.066661,0.096663
-0.496209,0.319998
0.975286,-0.148863
-0.480518,0.292586
0.969329,-0.144155
-0.459594,0.290799
0.995081,-0.137878
-0.524139,0.298524
0.913914,-0.157242
-0.326575,0.274174
1.124862,-0.097973
-0.869414,0.337459
0.279226,-0.260824
0.630022,0.083768
0.528070,0.189007
0.798606,0.158421
0.265541,0.239582
1.140865,0.079662
-0.742540,0.342260
0.570347,-0.222762
0.321824,0.171104
1.026106,0.096547
-0.377503,0.307832
1.108320,-0.113251
-0.832974,0.332496
0.361112,-0.249892
0.567545,0.108334
0.657383,0.170264
0.565250,0.197215
0.749904,0.169575
0.382276,0.224971
1.020382,0.114683
-0.342969,0.306115
1.141436,-0.102891
-0.926917,0.342431
0.139586,-0.278075
0.694647,0.041876
0.366328,0.208394
1.020520,0.109898
-0.348147,0.306156
1.136467,-0.104444
-0.912626,0.340940
0.174901,-0.273788
0.683386,0.052470
0.398647,0.205016
0.982528,0.119594
-0.231913,0.294759
1.219462,-0.069574
-1.151495,0.365839
-0.490480,-0.345449
0.317753,-0.147144
0.711502,0.095326
0.386596,0.213451
1.004212,0.115979
-0.295838,0.301263
1.178735,-0.088752
-1.033934,0.353620
-0.143007,-0.310180
0.661188,-0.042902
0.345060,0.198357
1.031664,0.103518
-0.386544,0.309499
1.100316,-0.115963
-0.810937,0.330095
0.409429,-0.243281
0.522034,0.122829
0.741301,0.156610
0.387272,0.222390
1.012419,0.116182
-0.318808,0.303726
1.161432,-0.095642
-0.984136,0.348430
-0.007502,-0.295241
0.704681,-0.002251
0.302545,0.211404
1.083257,0.090763
-0.552062,0.324977
0.898296,-0.165619
-0.295328,0.269489
1.147383,-0.088598
-0.931680,0.344215
0.128975,-0.279504
0.697207,0.038693
0.358155,0.209162
1.029577,0.107446
-0.376595,0.308873
1.110320,-0.112978
-0.838914,0.333096
0.347809,-0.251674
0.578966,0.104343
0.635060,0.173690
0.609069,0.190518
0.671167,0.182721
0.552069,0.201350
0.774658,0.165621
0.325487,0.232398
1.084079,0.097646
-0.547673,0.325224
0.905300,-0.164302
-0.311696,0.271590
1.135574,-0.093509
-0.898847,0.340672
0.209575,-0.269654
0.668855,0.062873
0.436558,0.200657
0.933841,0.130967
-0.089915,0.280152
1.268834,-0.026974
-1.280889,0.380650
-0.916297,-0.384267
-0.559708,-0.274889
0.286529,-0.167912
0.717149,0.085959
0.365935,0.215145
1.027673,0.109780
-0.368778,0.308302
1.117906,-0.110633
-0.860234,0.335372
0.299369,-0.258070
0.616460,0.089811
0.557779,0.184938
0.749373,0.167334
0.381149,0.224812
1.021428,0.114345
-0.346296,0.306428
1.138539,-0.103889
-0.918668,0.341562
0.160030,-0.275600
0.688546,0.048009
0.384275,0.206564
0.999830,0.115282
-0.284242,0.299949
1.186838,-0.085273
-1.057292,0.356051
-0.208960,-0.317187
0.621683,-0.062688
0.396227,0.186505
0.966710,0.118868
-0.189473,0.290013
1.239753,-0.056842
-1.208625,0.371926
-0.673160,-0.362588
0.003011,-0.201948
0.798039,0.000903
0.109290,0.239412
1.222690,0.032787
-1.060172,0.366807
-0.206744,-0.318052
0.622108,-0.062023
0.396151,0.186632
0.966923,0.118845
-0.190071,0.290077
1.239499,-0.057021
-1.207923,0.371850
-0.670860,-0.362377
0.007548,-0.201258
0.798662,0.002265
0.109259,0.239599
1.222886,0.032778
-1.060853,0.366866
-0.208708,-0.318256
0.620761,-0.062612
0.397905,0.186228
0.964569,0.119371
-0.183178,0.289371
1.242395,-0.054954
-1.215915,0.372718
-0.697112,-0.364775
-0.045126,-0.209134
0.788015,-0.013538
0.117107,0.236405
1.217205,0.035132
-1.039092,0.365162
-0.146435,-0.311728
0.658252,-0.043930
0.349455,0.197476
1.026509,0.104837
-0.370372,0.307953
1.115907,-0.111112
-0.854458,0.334772
0.312633,-0.256338
0.606827,0.093790
0.578255,0.182048
0.713917,0.173477
0.459927,0.214175
0.918029,0.137978
-0.041909,0.275409
1.272950,-0.012573
-1.281134,0.381885
-0.915941,-0.384340
-0.558868,-0.274782
0.287951,-0.167660
0.716257,0.086385
0.368151,0.214877
1.025128,0.110445
-0.360797,0.307538
1.125295,-0.108239
-0.881042,0.337588
0.250860,-0.264313
0.647585,0.075258
0.488146,0.194275
0.860675,0.146444
0.109379,0.258202
1.241453,0.032814
-1.124875,0.372436
-0.399045,-0.337462
0.439606,-0.119714
0.609732,0.131882
0.611399,0.182920
0.659587,0.183420
0.574342,0.197876
0.736060,0.172303
0.413805,0.220818
0.981090,0.124141
-0.223411,0.294327
1.224450,-0.067023
-1.166011,0.367335
-0.536080,-0.349803
0.247862,-0.160824
0.753166,0.074359
0.280196,0.225950
1.116036,0.084059
-0.659693,0.334811
0.725539,-0.197908
0.065123,0.217662
1.211724,0.019537
-1.036049,0.363517
-0.139239,-0.310815
0.662043,-0.041772
0.344607,0.198613
1.032357,0.103382
-0.388684,0.309707
1.098202,-0.116605
-0.805072,0.329461
0.422064,-0.241522
0.509086,0.126619
0.763783,0.152726
0.336015,0.229135
1.071067,0.100804
-0.505254,0.321320
0.963926,-0.151576
-0.452392,0.289178
1.002656,-0.135718
-0.543165,0.300797
0.887757,-0.162950
-0.266308,0.266327
1.167039,-0.079892
-0.986666,0.350112
-0.012801,-0.296000
0.703771,-0.003840
0.302749,0.211131
1.082812,0.090825
-0.550649,0.324843
0.900344,-0.165195
-0.300061,0.270103
1.144052,-0.090018
-0.922415,0.343216
0.152027,-0.276724
0.690918,0.045608
0.377292,0.207276
1.007986,0.113188
-0.309263,0.302396
1.168495,-0.092779
-1.004311,0.350548
-0.061550,-0.301293
0.693403,-0.018465
0.308405,0.208021
1.074862,0.092521
-0.524939,0.322459
0.936674,-0.157482
-0.385783,0.281002
1.072643,-0.115735
-0.726522,0.321793
0.582825,-0.217957
0.306485,0.174847
1.043341,0.091945
-0.432039,0.313002
1.051681,-0.129612
-0.678058,0.315504
0.671837,-0.203417
0.164672,0.201551
1.163587,0.049402
-0.846108,0.349076
0.346818,-0.253832
0.577772,0.104045
0.636697,0.173332
0.605795,0.191009
0.677226,0.181739
0.539649,0.203168
0.795458,0.161895
0.276040,0.238637
1.131960,0.082812
-0.711054,0.339588
0.631752,-0.213316
0.227929,0.189526
1.116793,0.068379
-0.677739,0.335038
0.691976,-0.203322
0.126315,0.207593
1.185255,0.037894
-0.928868,0.355577
0.147662,-0.278660
0.690814,0.044299
0.376185,0.207244
1.009123,0.112856
-0.312804,0.302737
1.165752,-0.093841
-0.996409,0.349726
-0.040238,-0.298923
0.698810,-0.012071
0.304258,0.209643
1.080041,0.091277
-0.541807,0.324012
0.913036,-0.162542
-0.329631,0.273911
1.121792,-0.098889
-0.860673,0.336538
0.299477,-0.258202
0.616237,0.089843
0.558196,0.184871
0.748656,0.167459
0.382779,0.224597
1.019469,0.114834
-0.340211,0.305841
1.143800,-0.102063
-0.933653,0.343140
0.122748,-0.280096
0.698810,0.036824
0.353155,0.209643
1.035037,0.105946
-0.393877,0.310511
1.093316,-0.118163
-0.791640,0.327995
0.450624,-0.237492
0.478222,0.135187
0.815013,0.143467
0.213523,0.244504
1.180675,0.064057
-0.887534,0.354203
0.251398,-0.266260
0.645258,0.075419
0.492518,0.193577
0.853974,0.147755
0.126776,0.256192
1.233691,0.038033
-1.092758,0.370107
-0.301661,-0.327827
0.544774,-0.090498
0.494012,0.163432
0.821765,0.148204
0.202786,0.246530
1.188958,0.060836
-0.918234,0.356687
0.176271,-0.275470
0.681030,0.052881
0.403560,0.204309
0.976304,0.121068
-0.213370,0.292891
1.229154,-0.064011
-1.179157,0.368746
-0.577830,-0.353747
0.178810,-0.173349
0.781889,0.053643
0.197753,0.234567
1.179818,0.059326
